DATASET,DATE,TEAMS,VENUE,1Q,2Q,3Q,4Q,OT1,OT2,OT3,OT4,F,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,TO TO,BL,PTS,POSS,PACE,OEFF,DEFF,REST DAYS,STARTING LINEUPS,,,,,MAIN REF,CREW,OPENING ODDS,OPENING SPREAD,OPENING TOTAL,MOVEMENTS,CLOSING ODDS,MONEYLINE,HALFTIME,BOX SCORE,ODDS
2016-2017 Regular Season,04/07/2017,Cleveland,Home,19,31,28,22,,,,,100,240,39,81,9,36,13,17,3,35,38,23,10,5,13,14,3,100,97.3,97.3,102.7,117.1,3IN4,LeBron James,Kevin Love,Channing Frye,JR Smith,Kyrie Irving,,Kevin Scott,-10,-10.0,214.0,-14.5 -15 / -15  / -15 -15,-15.5,-2500,-11.5 ,Boxscore,Odds
2016-2017 Regular Season,04/07/2017,Miami,Road,19,24,22,29,,,,,94,240,33,83,8,23,20,29,14,30,44,16,21,10,19,19,5,94,97.3,97.3,96.6,98.6,1,Rodney McGruder,James Johnson,Hassan Whiteside,Josh Richardson,Goran Dragic,Mike Callahan,Mark Lindsay,207.5,5.0,207.5,208 / 207.5 / 207,207.5,+166,101.5o15,,
2016-2017 Regular Season,04/07/2017,Toronto,Home,26,27,17,26,,,,,96,240,35,85,9,20,17,24,12,32,44,14,24,10,15,18,4,96,97.3,97.3,98.6,96.6,3IN4,DeMarre Carroll,Serge Ibaka,Jonas Valanciunas,DeMar DeRozan,Kyle Lowry,,Dedric Taylor,-5.0,-5.0,207.5,-4.5 -15 / -4.5  / -4.5 -05,-4.5,-195,+1 -15,Boxscore,Odds
2016-2017 Regular Season,04/07/2017,New York,Road,21,26,25,16,,,,,88,240,38,88,6,28,6,13,15,26,41,20,16,8,6,11,4,88,86.1,86.1,102.2,117.3,3IN4-B2B,Justin Holiday,Maurice Ndour,Willy Hernangomez,Ron Baker,Courtney Lee,Bill Spooner,Marat Kogut,200,11.0,200.0,196 / 196.5 / 195,195.5,+711,96.5,,
2016-2017 Regular Season,04/07/2017,Memphis,Home,27,26,17,31,,,,,101,240,38,75,15,27,10,12,7,31,38,20,14,3,12,14,9,101,86.1,86.1,117.3,102.2,3IN4,Vince Carter,JaMychal Green,Marc Gasol,Tony Allen,Mike Conley,,Karl Lane,-11,-11.0,200.0,-12.5 -15 / -12  / -12.5 ,-12.5,-1100,-5 ,Boxscore,Odds
2016-2017 Regular Season,04/07/2017,Detroit,Road,24,28,23,39,,,,,114,240,46,108,9,26,13,16,18,37,55,27,17,5,6,6,1,114,100.7,100.7,113.2,108.3,1,Marcus Morris,Henry Ellenson,Andre Drummond,Kentavious Caldwell-Pope,Ish Smith,Bill Kennedy,Gary Zielinski,223.0,11.0,223.0,224 / 224.5 / 224,224.5,+520,111.5,,
2016-2017 Regular Season,04/07/2017,Houston,Home,30,24,33,22,,,,,109,240,36,87,16,51,21,28,9,40,49,25,15,3,11,14,6,109,100.7,100.7,108.3,113.2,1,Trevor Ariza,Ryan Anderson,Nene,Patrick Beverley,James Harden,,Tre Maddox,-11.0,-11.0,223.0,-11.5 -05 / -11  / -11 -05,-10.5,-725,-6 ,Boxscore,Odds
2016-2017 Regular Season,04/07/2017,San Antonio,Road,21,29,25,27,,,,,102,240,40,96,9,28,13,22,16,42,58,26,11,6,6,7,5,102,93.8,93.8,108.8,94.9,3IN4,Kyle Anderson,Davis Bertans,Dewayne Dedmon,Jonathon Simmons,Patty Mills,Derrick Collins,John Goble,186.5,6.0,186.5,187 / 188 / 189,189.5,+170,99,,
2016-2017 Regular Season,04/07/2017,Dallas,Home,26,35,8,20,,,,,89,240,38,88,8,27,5,8,6,38,44,26,17,1,9,9,8,89,93.8,93.8,94.9,108.8,3IN4,Harrison Barnes,Dirk Nowitzki,Nerlens Noel,Wesley Matthews,Yogi Ferrell,,Kevin Cutler,-6,-6.0,186.5,-5.5 -15 / -5  / -4.5 ,-4.5,-200,+1.5 ,Boxscore,Odds
2016-2017 Regular Season,04/07/2017,New Orleans,Road,25,25,24,32,,,,,106,240,47,99,3,23,9,13,10,23,33,19,19,11,11,11,3,106,101.8,101.8,104.2,119.9,2,Solomon Hill,Dante Cunningham,Anthony Davis,E'Twaun Moore,Jrue Holiday,Tom Washington,Pat Fraher,231.5,6.0,231.5,229 / 228.5 / 228.5o12,229.0,+252,112.5,,
2016-2017 Regular Season,04/07/2017,Denver,Home,30,21,41,30,,,,,122,240,43,78,13,32,23,32,11,39,50,31,15,9,21,21,4,122,101.8,101.8,119.9,104.2,3IN4,Danilo Gallinari,Kenneth Faried,Nikola Jokic,Gary Harris,Jamal Murray,,Mark Ayotte,-6.0,-6.0,231.5,-6.5  / -7 -15 / -7.5 -05,-7.5,-310,-4 ,Boxscore,Odds
2016-2017 Regular Season,04/07/2017,Minnesota,Road,31,29,28,25,,,,,113,240,39,79,7,16,28,28,9,25,34,22,25,11,12,12,1,113,91.5,91.5,123.4,131.1,4IN5-B2B,Andrew Wiggins,Gorgui Dieng,Karl-Anthony Towns,Brandon Rush,Ricky Rubio,Tony Brothers,David Guthrie,204.5,8.5,204.5,199.5u21 / 198.5 / 198,197.5,+520,97,,
2016-2017 Regular Season,04/07/2017,Utah,Home,29,26,40,25,,,,,120,240,45,75,14,25,16,22,6,27,33,29,21,8,14,14,7,120,91.5,91.5,131.1,123.4,2,Gordon Hayward,Boris Diaw,Rudy Gobert,Joe Ingles,Dante Exum,,Tyler Ford,-8.5,-8.5,204.5,-10.5 -15 / -11 -15 / -11 -05,-11.0,-725,-9 ,Boxscore,Odds
2016-2017 Regular Season,04/07/2017,Oklahoma City,Road,19,29,24,27,,,,,99,240,34,93,7,31,24,33,22,26,48,13,26,1,9,10,3,99,90.4,90.4,109.5,132.7,3IN4,Doug McDermott,Taj Gibson,Steven Adams,Victor Oladipo,Russell Westbrook,Zach Zarba,Eric Lewis,-8.0,-8.0,226.0,-9.5  / -9  / -9 -05,-9.0,-450,-12 ,,
2016-2017 Regular Season,04/07/2017,Phoenix,Home,32,39,24,25,,,,,120,240,43,83,8,18,26,31,12,33,45,16,26,6,7,8,6,120,90.4,90.4,132.7,109.5,1,TJ Warren,Marquese Chriss,Alex Len,Devin Booker,Tyler Ulis,,J.T. Orr,226.0,8.0,226.0,227.5 / 228.5 / 229,229.5,+351,113.5,Boxscore,Odds
2016-2017 Regular Season,04/07/2017,Sacramento,Road,31,14,25,24,,,,,94,240,38,75,8,20,10,13,10,30,40,27,19,5,23,23,7,94,92.0,92.0,102.2,106.5,2,Arron Afflalo,Skal Labissiere,Willie Cauley-Stein,Buddy Hield,Darren Collison,Ken Mauer,Josh Tiven,213,2.5,213.0,214 / 215 / 216.5,217.0,+125,112o15,,
2016-2017 Regular Season,04/07/2017,LA Lakers,Home,18,26,25,29,,,,,98,240,38,86,4,24,18,25,16,25,41,20,15,12,14,14,1,98,92.0,92.0,106.5,102.2,1,Brandon Ingram,Julius Randle,Larry Nance Jr.,D'Angelo Russell,Jordan Clarkson,,Lauren Holtkamp,-2.5,-2.5,213.0,-2.5  / -2.5 -05 / -2 ,-2.5,-145,-2.5 -05,Boxscore,Odds
2016-2017 Regular Season,04/08/2017,Chicago,Road,25,20,37,24,,,,,106,240,40,90,11,24,15,17,11,41,52,14,20,6,17,17,6,106,102.1,102.1,103.8,104.8,1,Jimmy Butler,Nikola Mirotic,Robin Lopez,Dwyane Wade,Jerian Grant,James Capers,Courtney Kirkland,-3.0,-3.0,217.0,-3.5  / -3.5 -15 / -3.5 ,-3.0,-155,-4 -15,,
2016-2017 Regular Season,04/08/2017,Brooklyn,Home,32,19,24,32,,,,,107,240,39,92,10,31,19,24,10,34,44,24,13,15,13,13,6,107,102.1,102.1,104.8,103.8,1,Caris LeVert,Rondae Hollis-Jefferson,Brook Lopez,Randy Foye,Jeremy Lin,,Curtis Blair,217.0,3.0,217.0,215 / 215u13 / 214.5,215.0,+135,111,Boxscore,Odds
2016-2017 Regular Season,04/08/2017,Boston,Road,32,39,21,29,,,,,121,240,45,87,17,39,14,17,5,38,43,35,19,2,9,9,5,121,96.7,96.7,125.2,117.9,3IN4,Jae Crowder,Kelly Olynyk,Al Horford,Avery Bradley,Isaiah Thomas,Scott Foster,Rodney Mott,-1,-1.0,214.0,215 / 214 / 214u11,213.5,+100,110,,
2016-2017 Regular Season,04/08/2017,Charlotte,Home,28,26,32,28,,,,,114,240,38,84,9,28,29,32,7,35,42,22,15,5,7,7,5,114,96.7,96.7,117.9,125.2,2,Michael Kidd-Gilchrist,Marvin Williams,Cody Zeller,Nicolas Batum,Kemba Walker,,Steve Anderson,214,1.0,214.0,-1 -08 / -1  / PK ,-1.0,-120,-5.5 ,Boxscore,Odds
2016-2017 Regular Season,04/08/2017,Indiana,Road,39,29,31,28,,,,,127,240,51,86,11,22,14,19,6,39,45,35,15,6,15,15,5,127,101.9,101.9,124.7,110.0,1,Paul George,Thaddeus Young,Myles Turner,Monta Ellis,Jeff Teague,Sean Corbin,Brent Barnaky,-3.5,-3.5,210.5,-4.5  / -4.5 -07 / -4.5 -05,-4.5,-190,+0.5 ,,
2016-2017 Regular Season,04/08/2017,Orlando,Home,38,21,23,30,,,,,112,240,41,84,14,30,16,22,4,29,33,29,16,10,13,13,2,112,101.9,101.9,110.0,124.7,1,Terrence Ross,Aaron Gordon,Nikola Vucevic,Evan Fournier,Elfrid Payton,,Aaron Smith,210.5,3.5,210.5,211 / 212 / 212.5,212.5,+166,104.5o15,Boxscore,Odds
2016-2017 Regular Season,04/08/2017,Milwaukee,Road,23,19,25,23,,,,,90,240,35,79,6,27,14,20,6,37,43,18,21,10,15,15,4,90,94.1,94.1,95.6,87.1,1,Khris Middleton,Giannis Antetokounmpo,Thon Maker,Tony Snell,Matthew Dellavedova,Derrick Stafford,Nick Buchert,-5,-5.0,207.0,-6.5  / -7  / -7.5 ,-7.5,-300,-8.5 ,,
2016-2017 Regular Season,04/08/2017,Philadelphia,Home,21,27,12,22,,,,,82,240,27,77,8,31,20,23,10,37,47,23,16,9,17,18,1,82,94.1,94.1,87.1,95.6,1,Justin Anderson,Dario Saric,Richaun Holmes,Timothe Luwawu-Cabarrot,T.J. McConnell,,Dedric Taylor,207,5.0,207.0,208.5 / 209 / 209u11,209.0,+245,103.5,Boxscore,Odds
2016-2017 Regular Season,04/08/2017,Miami,Road,28,24,26,28,,,,,106,240,37,80,7,18,25,36,8,28,36,23,19,13,13,13,7,106,97.3,97.3,109.0,105.9,3IN4-B2B,Rodney McGruder,James Johnson,Hassan Whiteside,Josh Richardson,Goran Dragic,Marc Davis,Marat Kogut,216.0,5.5,216.0,216.5 / 216 / 216o26,216.0,+140,107,,
2016-2017 Regular Season,04/08/2017,Washington,Home,29,23,22,29,,,,,103,240,39,81,8,22,17,22,12,32,44,21,24,7,19,20,6,103,97.3,97.3,105.9,109.0,1,Kelly Oubre Jr.,Markieff Morris,Marcin Gortat,Bradley Beal,John Wall,,Kane Fitzgerald,-5.5,-5.5,216.0,-4.5  / -4 -15 / -3.5 ,-3.5,-160,-2.5 ,Boxscore,Odds
2016-2017 Regular Season,04/08/2017,LA Clippers,Road,22,30,30,16,,,,,98,240,42,84,6,22,8,14,8,37,45,21,15,8,6,8,7,98,90.3,90.3,108.5,96.3,2,Luc Mbah a Moute,Blake Griffin,DeAndre Jordan,JJ Redick,Chris Paul,Dan Crawford,Bennie Adams,206.5,4.0,206.5,207.5 / 208.5 / 208,208.0,+100,102o15,,
2016-2017 Regular Season,04/08/2017,San Antonio,Home,23,20,27,17,,,,,87,240,34,80,8,22,11,14,7,33,40,20,17,3,13,14,4,87,90.3,90.3,96.3,108.5,4IN5-B2B,Kawhi Leonard,LaMarcus Aldridge,Dewayne Dedmon,Jonathon Simmons,Tony Parker,,Eric Dalen,-4,-4.0,206.5,-2 -05 / -1.5  / -1.5 -05,-1.0,-120,-4 -20,Boxscore,Odds
2016-2017 Regular Season,04/08/2017,Utah,Road,20,22,18,26,,,,,86,240,31,77,6,19,18,24,9,38,47,19,18,2,11,14,9,86,88.4,88.4,97.3,114.2,B2B,Gordon Hayward,Boris Diaw,Rudy Gobert,Joe Ingles,Dante Exum,Ron Garretson,James Williams,-1.5,-1.5,202.0,204 / 203.5 / 202,201.5,+125,104.5,,
2016-2017 Regular Season,04/08/2017,Portland,Home,34,14,29,24,,,,,101,240,37,91,13,30,14,16,12,34,46,15,16,6,3,3,5,101,88.4,88.4,114.2,97.3,1,Maurice Harkless,Noah Vonleh,Meyers Leonard,CJ McCollum,Damian Lillard,,Justin VanDuyne,202.0,1.5,202.0,-2.5  / -2.5 -05 / -2.5 -15,-2.5,-145,+1.5 ,Boxscore,Odds
2016-2017 Regular Season,04/08/2017,New Orleans,Road,17,29,22,33,,,,,101,240,42,86,5,21,12,19,6,28,34,24,15,3,8,8,1,101,95.0,95.0,106.3,129.5,B2B,Solomon Hill,Dante Cunningham,Alexis Ajinca,Jrue Holiday,Tim Frazier,Monty McCutchen,Scott Wall,219,13.0,219.0,216 / 216o14 / 216,216.5,+1453,106o15,,
2016-2017 Regular Season,04/08/2017,Golden State,Home,23,31,39,30,,,,,123,240,49,96,10,33,15,16,14,39,53,37,15,2,9,9,3,123,95.0,95.0,129.5,106.3,2,Kevin Durant,Draymond Green,Zaza Pachulia,Klay Thompson,Shaun Livingston,,Brian Forte,-13,-13.0,219.0,-17 -05 / -16.5  / -17 -15,-17.5,-4000,-7.5 ,Boxscore,Odds
2016-2017 Regular Season,04/09/2017,Toronto,Road,23,29,24,34,,,,,110,240,40,76,10,31,20,23,4,36,40,20,14,8,10,11,1,110,91.9,91.9,119.7,105.6,1,DeMarre Carroll,Serge Ibaka,Jonas Valanciunas,Kyle Lowry,DeMar DeRozan,Sean Wright,Mark Lindsay,-7.5,-7.5,201.5,-9.5  / -9 -05 / -8.5 ,-8.5,-450,-8 ,,
2016-2017 Regular Season,04/09/2017,New York,Home,29,26,20,22,,,,,97,240,37,82,9,28,14,15,6,30,36,27,18,6,11,11,1,97,91.9,91.9,105.6,119.7,3IN4,Justin Holiday,Maurice Ndour,Willy Hernangomez,Ron Baker,Courtney Lee,,Brett Nansel,201.5,7.5,201.5,200.5o12 / 201 / 200.5,201.0,+351,100o15,Boxscore,Odds
2016-2017 Regular Season,04/09/2017,Cleveland,Road,38,27,28,18,14,,,,125,265,45,98,19,46,16,20,13,40,53,28,27,4,14,17,3,125,108.9,98.6,114.8,115.7,1,LeBron James,Kevin Love,Channing Frye,JR Smith,Kyrie Irving,Leroy Richardson,Bill Kennedy,-1.5,-1.5,213.0,-4.5  / -4.5 -15 / -5 ,-5.0,-215,+3 -05,,
2016-2017 Regular Season,04/09/2017,Atlanta,Home,21,25,21,44,15,,,,126,265,44,94,9,31,29,37,10,35,45,31,22,8,12,12,4,126,108.9,98.6,115.7,114.8,3IN4,Taurean Prince,Paul Millsap,Dwight Howard,Tim Hardaway Jr.,Dennis Schroder,,Derrick Collins,213,1.5,213.0,214.5 / 214 / 214.5,214.0,+180,103,Boxscore,Odds
2016-2017 Regular Season,04/09/2017,Oklahoma City,Road,27,25,29,25,,,,,106,240,40,96,6,25,20,22,18,36,54,19,19,7,12,12,3,106,97.4,97.4,108.8,107.8,1,Andre Roberson,Taj Gibson,Steven Adams,Victor Oladipo,Russell Westbrook,Ken Mauer,Derek Richardson,229.0,4.5,229.0,231 / 230.5 / 230.5u21,229.5,+176,113.5o15,,
2016-2017 Regular Season,04/09/2017,Denver,Home,26,27,38,14,,,,,105,240,40,84,11,34,14,15,4,38,42,22,16,6,12,12,4,105,97.4,97.4,107.8,108.8,1,Danilo Gallinari,Wilson Chandler,Nikola Jokic,Gary Harris,Jamal Murray,,Karl Lane,-4.5,-4.5,229.0,-5 -05 / -5  / -5 -11,-5.0,-210,-3 -15,Boxscore,Odds
2016-2017 Regular Season,04/09/2017,Dallas,Road,29,36,20,26,,,,,111,240,41,97,16,45,13,19,17,27,44,23,23,5,10,10,2,111,95.5,95.5,116.2,129.8,1,Dorian Finney-Smith,Dirk Nowitzki,Nerlens Noel,Wesley Matthews,Yogi Ferrell,Tony Brothers,Josh Tiven,-1.5,-1.5,212.5,209.5 / 210o21 / 212,210.5,+120,104.5,,
2016-2017 Regular Season,04/09/2017,Phoenix,Home,40,28,36,20,,,,,124,240,44,80,8,19,28,32,8,35,43,26,18,6,12,12,4,124,95.5,95.5,129.8,116.2,1,TJ Warren,Marquese Chriss,Alex Len,Devin Booker,Tyler Ulis,,Tre Maddox,212.5,1.5,212.5,-2  / -2 -15 / -2 -17,-2.5,-140,-1 ,Boxscore,Odds
2016-2017 Regular Season,04/09/2017,Houston,Road,42,36,29,28,,,,,135,240,45,80,18,43,27,31,5,36,41,26,22,3,16,18,2,135,104.0,104.0,129.8,123.1,1,Troy Williams,Ryan Anderson,Clint Capela,Patrick Beverley,James Harden,Zach Zarba,David Guthrie,-10.0,-10.0,222.5,-9.5  / -9.5 -05 / -9 ,-8.0,-385,+0.5 ,,
2016-2017 Regular Season,04/09/2017,Sacramento,Home,27,35,27,39,,,,,128,240,47,94,9,31,25,30,7,31,38,26,18,8,5,5,2,128,104.0,104.0,123.1,129.8,1,Garrett Temple,Skal Labissiere,Willie Cauley-Stein,Buddy Hield,Ty Lawson,,Tyler Ford,222.5,10.0,222.5,224 / 225 / 225o26,225.5,+306,109.5,Boxscore,Odds
2016-2017 Regular Season,04/09/2017,Detroit,Road,24,24,27,28,,,,,103,240,39,82,14,28,11,16,15,31,46,21,12,8,18,18,2,103,88.6,88.6,116.3,101.6,1,Tobias Harris,Jon Leuer,Andre Drummond,Reggie Bullock,Ish Smith,Michael Smith,Leon Wood,198,8.5,198.0,194 / 193.5o12 / 194,193.5,+192,96,,
2016-2017 Regular Season,04/09/2017,Memphis,Home,28,29,10,23,,,,,90,240,36,75,9,21,9,13,6,24,30,23,16,12,15,15,3,90,88.6,88.6,101.6,116.3,1,Vince Carter,JaMychal Green,Marc Gasol,Tony Allen,Mike Conley,,Ed Malloy,-8.5,-8.5,198.0,-6  / -5.5 -05 / -5 ,-5.5,-230,,Boxscore,Odds
2016-2017 Regular Season,04/09/2017,Minnesota,Road,21,30,28,30,,,,,109,240,40,81,3,16,26,31,8,33,41,27,16,8,14,15,6,109,98.0,98.0,111.2,112.2,3IN4,Andrew Wiggins,Gorgui Dieng,Karl-Anthony Towns,Brandon Rush,Ricky Rubio,Tom Washington,Eric Lewis,-4.0,-4.0,221.0,-6 -15 / -6 -06 / -6 -15,-6.0,-220,-6 ,,
2016-2017 Regular Season,04/09/2017,LA Lakers,Home,29,24,25,32,,,,,110,240,42,86,10,27,16,20,12,28,40,26,23,10,16,16,8,110,98.0,98.0,112.2,111.2,1,Brandon Ingram,Julius Randle,Larry Nance Jr.,D'Angelo Russell,Jordan Clarkson,,J.T. Orr,221.0,4.0,221.0,221 / 221.5 / 222,221.5,+184,109,Boxscore,Odds
2016-2017 Regular Season,04/10/2017,Indiana,Road,35,29,26,30,,,,,120,240,49,85,5,16,16,19,14,30,44,30,23,9,14,15,6,120,93.9,93.9,126.8,118.3,1,Paul George,Thaddeus Young,Myles Turner,Monta Ellis,Jeff Teague,Pat Fraher,John Goble,-7,-7.0,211.0,-8.5 -05 / -8  / -8 -11,-8.0,-375,-1.5 ,,
2016-2017 Regular Season,04/10/2017,Philadelphia,Home,20,34,25,32,,,,,111,240,35,75,13,33,28,31,10,23,33,20,19,10,18,18,1,111,93.9,93.9,118.3,126.8,1,Justin Anderson,Dario Saric,Richaun Holmes,Timothe Luwawu-Cabarrot,T.J. McConnell,,Marat Kogut,211,7.0,211.0,211,211.5,+299,104.5,Boxscore,Odds
2016-2017 Regular Season,04/10/2017,Brooklyn,Road,13,27,37,28,,,,,105,240,31,86,8,31,35,39,9,40,49,18,19,8,12,12,7,105,103.4,103.4,101.6,110.3,1,Caris LeVert,Rondae Hollis-Jefferson,Brook Lopez,Randy Foye,Jeremy Lin,Derrick Stafford,Tony Brown,223.0,10.5,223.0,223 / 221.5,222.0,+520,114.5,,
2016-2017 Regular Season,04/10/2017,Boston,Home,28,30,32,24,,,,,114,240,41,91,14,38,18,21,9,42,51,31,23,7,13,14,4,114,103.4,103.4,110.3,101.6,1,Jae Crowder,Amir Johnson,Al Horford,Avery Bradley,Isaiah Thomas,,Scott Twardoski,-10.5,-10.5,223.0,-11 -15 / -11 -05 / -10.5 ,-10.5,-725,-0.5 ,Boxscore,Odds
2016-2017 Regular Season,04/10/2017,Cleveland,Road,37,23,31,17,13,,,,121,265,44,89,14,35,19,22,7,40,47,19,25,7,21,21,6,121,111.4,100.9,108.7,111.4,3IN4-B2B,JR Smith,Kevin Love,Channing Frye,Iman Shumpert,Deron Williams,James Capers,Sean Corbin,211.5,2.5,211.5,203.5 / 204 / 204.5,204.0,+416,103,,
2016-2017 Regular Season,04/10/2017,Miami,Home,24,32,24,28,16,,,,124,265,44,95,12,33,24,34,9,37,46,28,26,9,13,13,6,124,111.4,100.9,111.4,108.7,3IN4,Rodney McGruder,James Johnson,Hassan Whiteside,Josh Richardson,Goran Dragic,,Haywoode Workman,-2.5,-2.5,211.5,-10.5  / -11  / -11 -05,-10.5,-550,-9 ,Boxscore,Odds
2016-2017 Regular Season,04/10/2017,Orlando,Road,13,24,22,16,,,,,75,240,29,84,5,27,12,16,9,28,37,18,18,5,16,17,5,75,96.6,96.6,77.6,126.3,1,Terrence Ross,Aaron Gordon,Nikola Vucevic,Evan Fournier,Elfrid Payton,Scott Foster,Derrick Collins,212.0,7.5,212.0,215u11 / 214.5 / 215,214.5,+292,102.5o15,,
2016-2017 Regular Season,04/10/2017,Chicago,Home,34,30,28,30,,,,,122,240,48,89,12,26,14,16,11,43,54,33,16,12,12,13,4,122,96.6,96.6,126.3,77.6,1,Jimmy Butler,Nikola Mirotic,Robin Lopez,Dwyane Wade,Jerian Grant,,Dedric Taylor,-7.5,-7.5,212.0,-8.5  / -7.5  / -8 -05,-8.0,-365,+2 ,Boxscore,Odds
2016-2017 Regular Season,04/10/2017,Charlotte,Road,24,22,20,13,,,,,79,240,33,81,5,18,8,13,7,32,39,21,10,11,9,9,5,79,87.1,87.1,90.7,102.2,1,Michael Kidd-Gilchrist,Marvin Williams,Cody Zeller,Nicolas Batum,Brian Roberts,Bill Kennedy,Brian Forte,201,4.0,201.0,197.5 / 197 / 197.5,198.0,+215,99,,
2016-2017 Regular Season,04/10/2017,Milwaukee,Home,18,25,18,28,,,,,89,240,35,77,16,28,3,5,7,38,45,28,14,4,16,16,4,89,87.1,87.1,102.2,90.7,1,Khris Middleton,Giannis Antetokounmpo,Thon Maker,Tony Snell,Malcolm Brogdon,,Eric Dalen,-4,-4.0,201.0,-7  / -6.5 -05 / -6.5 ,-6.5,-260,-5.5 EVEN,Boxscore,Odds
2016-2017 Regular Season,04/10/2017,Washington,Road,34,21,24,26,,,,,105,240,42,83,7,19,14,16,9,39,48,27,13,8,17,17,6,105,97.5,97.5,107.7,103.6,1,Kelly Oubre Jr.,Markieff Morris,Marcin Gortat,Bradley Beal,Brandon Jennings,Mike Callahan,Rodney Mott,-2.5,-2.5,212.0,207.5 / 207.5o12 / 208,208.5,+192,102o15,,
2016-2017 Regular Season,04/10/2017,Detroit,Home,21,21,31,28,,,,,101,240,43,94,10,26,5,5,6,30,36,22,18,9,10,10,2,101,97.5,97.5,103.6,107.7,3IN4-B2B,Marcus Morris,Henry Ellenson,Andre Drummond,Kentavious Caldwell-Pope,Ish Smith,,Kevin Scott,212.0,2.5,212.0,-5.5  / -5.5 -15 / -6 ,-5.5,-230,-6 ,Boxscore,Odds
2016-2017 Regular Season,04/10/2017,San Antonio,Road,28,15,33,22,,,,,98,240,38,83,8,21,14,20,13,34,47,17,15,4,15,15,9,98,90.8,90.8,107.9,109.0,3IN4,Kawhi Leonard,LaMarcus Aldridge,Dewayne Dedmon,Danny Green,Tony Parker,Bill Spooner,Scott Wall,-4,-4.0,204.5,-10 -13 / -10 -15 / -10.5 ,-10.5,-625,-9 -15,,
2016-2017 Regular Season,04/10/2017,Portland,Home,31,16,24,28,,,,,99,240,37,90,12,28,13,15,12,30,42,18,17,6,9,9,3,99,90.8,90.8,109.0,107.9,1,Evan Turner,Noah Vonleh,Meyers Leonard,Pat Connaughton,Shabazz Napier,,Eric Lewis,204.5,4.0,204.5,194.5 / 193.5 / 192.5,193.0,+462,101.5,Boxscore,Odds
2016-2017 Regular Season,04/10/2017,Houston,Road,35,22,12,27,,,,,96,240,33,84,9,40,21,27,9,32,41,23,23,5,15,15,3,96,99.1,99.1,96.9,126.1,3IN4-B2B,Trevor Ariza,Ryan Anderson,Chinanu Onuaku,James Harden,Eric Gordon,Ron Garretson,Monty McCutchen,228.5,4.5,228.5,229.5o22 / 230 / 231,231.5,+341,116.5,,
2016-2017 Regular Season,04/10/2017,LA Clippers,Home,35,26,36,28,,,,,125,240,46,91,10,26,23,28,12,37,49,29,16,9,9,10,0,125,99.1,99.1,126.1,96.9,1,Luc Mbah a Moute,Blake Griffin,DeAndre Jordan,JJ Redick,Chris Paul,,James Williams,-4.5,-4.5,228.5,-9  / -9.5 -15 / -9.5 ,-9.5,-435,-5 -05,Boxscore,Odds
2016-2017 Regular Season,04/10/2017,Utah,Road,32,17,25,31,,,,,105,240,41,92,13,35,10,15,14,35,49,29,17,8,11,12,3,105,92.9,92.9,113.1,106.6,3IN4,Joe Ingles,Boris Diaw,Rudy Gobert,Dante Exum,George Hill,Zach Zarba,David Guthrie,209.5,8.5,209.5,206 / 206.5 / 206,206.5,+384,106,,
2016-2017 Regular Season,04/10/2017,Golden State,Home,33,18,23,25,,,,,99,240,39,80,9,25,12,17,8,34,42,25,17,5,13,13,6,99,92.9,92.9,106.6,113.1,1,Kevin Durant,Draymond Green,Zaza Pachulia,Patrick McCaw,Stephen Curry,,Josh Tiven,-8.5,-8.5,209.5,-10.5 -05 / -10.5  / -10.5 -05,-10.0,-500,-6.5 ,Boxscore,Odds
2016-2017 Regular Season,04/11/2017,Charlotte,Road,26,18,17,15,,,,,76,240,29,88,3,23,15,19,15,25,40,16,17,11,13,15,1,76,91.9,91.9,82.7,112.1,3IN4-B2B,Michael Kidd-Gilchrist,Marvin Williams,Cody Zeller,Nicolas Batum,Brian Roberts,John Goble,Brent Barnaky,206.0,7.5,206.0,204.5 / 203.5 / 203,203.5,+289,100.5,,
2016-2017 Regular Season,04/11/2017,Atlanta,Home,38,25,21,19,,,,,103,240,41,79,7,27,14,18,11,39,50,30,17,6,16,17,4,103,91.9,91.9,112.1,82.7,1,Taurean Prince,Paul Millsap,Dwight Howard,Tim Hardaway Jr.,Dennis Schroder,,Aaron Smith,-7.5,-7.5,206.0,-8.5  / -8.5 -05 / -8.5 ,-8.5,-360,+1.5 ,Boxscore,Odds
2016-2017 Regular Season,04/11/2017,Oklahoma City,Road,33,23,15,29,,,,,100,240,37,86,7,22,19,25,18,36,54,22,21,7,17,17,4,100,92.8,92.8,107.8,105.7,1,Kyle Singler,Domantas Sabonis,Steven Adams,Victor Oladipo,Semaj Christon,Michael Smith,Leon Wood,217,1.0,217.0,206.5o22 / 207 / 207.5,208.0,+260,102,,
2016-2017 Regular Season,04/11/2017,Minnesota,Home,16,27,29,26,,,,,98,240,38,86,5,20,17,25,11,24,35,24,17,12,11,11,3,98,92.8,92.8,105.7,107.8,1,Andrew Wiggins,Gorgui Dieng,Karl-Anthony Towns,Brandon Rush,Ricky Rubio,,Sean Wright,-1,-1.0,217.0,-8 -15 / -8.5  / -8 -15,-8.0,-320,-9 ,Boxscore,Odds
